Production,Productivity,SForest,AD,Sharvest,Rewetting,Area (Mha)
LowLow,MediumLow,50,High,50,100,2.099401887160194
LowLow,MediumLow,50,High,83,0,2.099401887160194
LowLow,MediumLow,50,High,83,25,2.099401887160194
LowLow,MediumLow,50,High,83,50,2.099401887160194
LowLow,MediumLow,50,High,83,75,2.099401887160194
LowLow,MediumLow,50,High,83,100,2.099401887160194
LowLow,MediumLow,50,Low,0,0,2.099401887160194
LowLow,MediumLow,50,Low,0,25,2.099401887160194
LowLow,MediumLow,50,Low,0,50,2.099401887160194
LowLow,MediumLow,50,Low,0,75,2.099401887160194
LowLow,MediumLow,50,Low,0,100,2.099401887160194
LowLow,MediumLow,50,Low,20,0,2.099401887160194
LowLow,MediumLow,50,Low,20,25,2.099401887160194
LowLow,MediumLow,50,Low,20,50,2.099401887160194
LowLow,MediumLow,50,Low,20,75,2.099401887160194
LowLow,MediumLow,50,Low,20,100,2.099401887160194
LowLow,MediumLow,50,Low,50,0,2.099401887160194
LowLow,MediumLow,50,Low,50,25,2.099401887160194
LowLow,MediumLow,50,Low,50,50,2.099401887160194
LowLow,MediumLow,50,Low,50,75,2.099401887160194
LowLow,MediumLow,50,Low,50,100,2.099401887160194
LowLow,MediumLow,50,Low,83,0,2.099401887160194
LowLow,MediumLow,50,Low,83,25,2.099401887160194
LowLow,MediumLow,50,Low,83,50,2.099401887160194
LowLow,MediumLow,50,Low,83,75,2.099401887160194
LowLow,MediumLow,50,Low,83,100,2.099401887160194
LowLow,MediumLow,75,High,0,0,2.099401887160194
LowLow,MediumLow,75,High,0,25,2.099401887160194
LowLow,MediumLow,75,High,0,50,2.099401887160194
LowLow,MediumLow,75,High,0,75,2.099401887160194
LowLow,MediumLow,75,High,0,100,2.099401887160194
LowLow,MediumLow,75,High,20,0,2.099401887160194
LowLow,MediumLow,75,High,20,25,2.099401887160194
LowLow,MediumLow,75,High,20,50,2.099401887160194
LowLow,MediumLow,75,High,20,75,2.099401887160194
LowLow,MediumLow,75,High,20,100,2.099401887160194
LowLow,MediumLow,75,High,50,0,2.099401887160194
LowLow,MediumLow,75,High,50,25,2.099401887160194
LowLow,MediumLow,75,High,50,50,2.099401887160194
LowLow,MediumLow,75,High,50,75,2.099401887160194
LowLow,MediumLow,75,High,50,100,2.099401887160194
LowLow,MediumLow,75,High,83,0,2.099401887160194
LowLow,MediumLow,75,High,83,25,2.099401887160194
LowLow,MediumLow,75,High,83,50,2.099401887160194
LowLow,MediumLow,75,High,83,75,2.099401887160194
LowLow,MediumLow,75,High,83,100,2.099401887160194
LowLow,MediumLow,75,Low,0,0,2.099401887160194
LowLow,MediumLow,75,Low,0,25,2.099401887160194
LowLow,MediumLow,75,Low,0,50,2.099401887160194
LowLow,MediumLow,75,Low,0,75,2.099401887160194
LowLow,MediumLow,75,Low,0,100,2.099401887160194
LowLow,MediumLow,75,Low,20,0,2.099401887160194
LowLow,MediumLow,75,Low,20,25,2.099401887160194
LowLow,MediumLow,75,Low,20,50,2.099401887160194
LowLow,MediumLow,75,Low,20,75,2.099401887160194
LowLow,MediumLow,75,Low,20,100,2.099401887160194
LowLow,MediumLow,75,Low,50,0,2.099401887160194
LowLow,MediumLow,75,Low,50,25,2.099401887160194
LowLow,MediumLow,75,Low,50,50,2.099401887160194
LowLow,MediumLow,75,Low,50,75,2.099401887160194
LowLow,MediumLow,75,Low,50,100,2.099401887160194
LowLow,MediumLow,75,Low,83,0,2.099401887160194
LowLow,MediumLow,75,Low,83,25,2.099401887160194
LowLow,MediumLow,75,Low,83,50,2.099401887160194
LowLow,MediumLow,75,Low,83,75,2.099401887160194
LowLow,MediumLow,75,Low,83,100,2.099401887160194
Low,HighHigh,0,High,0,0,1.756223219425794
Low,HighHigh,0,High,0,25,1.756223219425794
Low,HighHigh,0,High,0,50,1.756223219425794
Low,HighHigh,0,High,0,75,1.756223219425794
Low,HighHigh,0,High,0,100,1.756223219425794
Low,HighHigh,0,High,20,0,1.756223219425794
Low,HighHigh,0,High,20,25,1.756223219425794
Low,HighHigh,0,High,20,50,1.756223219425794
Low,HighHigh,0,High,20,75,1.756223219425794
Low,HighHigh,0,High,20,100,1.756223219425794
Low,HighHigh,0,High,50,0,1.756223219425794
Low,HighHigh,0,High,50,25,1.756223219425794
Low,HighHigh,0,High,50,50,1.756223219425794
Low,HighHigh,0,High,50,75,1.756223219425794
Low,HighHigh,0,High,50,100,1.756223219425794
Low,HighHigh,0,High,83,0,1.756223219425794
Low,HighHigh,0,High,83,25,1.756223219425794
Low,HighHigh,0,High,83,50,1.756223219425794
Low,HighHigh,0,High,83,75,1.756223219425794
Low,HighHigh,0,High,83,100,1.756223219425794
Low,HighHigh,0,Low,0,0,1.756223219425794
Low,HighHigh,0,Low,0,25,1.756223219425794
Low,HighHigh,0,Low,0,50,1.756223219425794
Low,HighHigh,0,Low,0,75,1.756223219425794
Low,HighHigh,0,Low,0,100,1.756223219425794
Low,HighHigh,0,Low,20,0,1.756223219425794
Low,HighHigh,0,Low,20,25,1.756223219425794
Low,HighHigh,0,Low,20,50,1.756223219425794
Low,HighHigh,0,Low,20,75,1.756223219425794
Low,HighHigh,0,Low,20,100,1.756223219425794
Low,HighHigh,0,Low,50,0,1.756223219425794
Low,HighHigh,0,Low,50,25,1.756223219425794
Low,HighHigh,0,Low,50,50,1.756223219425794
Low,HighHigh,0,Low,50,75,1.756223219425794
Low,HighHigh,0,Low,50,100,1.756223219425794
Low,HighHigh,0,Low,83,0,1.756223219425794
Low,HighHigh,0,Low,83,25,1.756223219425794
Low,HighHigh,0,Low,83,50,1.756223219425794
Low,HighHigh,0,Low,83,75,1.756223219425794
Low,HighHigh,0,Low,83,100,1.756223219425794
Low,HighHigh,100,High,0,0,1.756223219425794
Low,HighHigh,100,High,0,25,1.756223219425794
Low,HighHigh,100,High,0,50,1.756223219425794
Low,HighHigh,100,High,0,75,1.756223219425794
Low,HighHigh,100,High,0,100,1.756223219425794
Low,HighHigh,100,High,20,0,1.756223219425794
Low,HighHigh,100,High,20,25,1.756223219425794
Low,HighHigh,100,High,20,50,1.756223219425794
Low,HighHigh,100,High,20,75,1.756223219425794
Low,HighHigh,100,High,20,100,1.756223219425794
Low,HighHigh,100,High,50,0,1.756223219425794
Low,HighHigh,100,High,50,25,1.756223219425794
Low,HighHigh,100,High,50,50,1.756223219425794
Low,HighHigh,100,High,50,75,1.756223219425794
Low,HighHigh,100,High,50,100,1.756223219425794
Low,HighHigh,100,High,83,0,1.756223219425794
Low,HighHigh,100,High,83,25,1.756223219425794
Low,HighHigh,100,High,83,50,1.756223219425794
Low,HighHigh,100,High,83,75,1.756223219425794
Low,HighHigh,100,High,83,100,1.756223219425794
Low,HighHigh,100,Low,0,0,1.756223219425794
Low,HighHigh,100,Low,0,25,1.756223219425794
Low,HighHigh,100,Low,0,50,1.756223219425794
Low,HighHigh,100,Low,0,75,1.756223219425794
Low,HighHigh,100,Low,0,100,1.756223219425794
Low,HighHigh,100,Low,20,0,1.756223219425794
Low,HighHigh,100,Low,20,25,1.756223219425794
Low,HighHigh,100,Low,20,50,1.756223219425794
Low,HighHigh,100,Low,20,75,1.756223219425794
Low,HighHigh,100,Low,20,100,1.756223219425794
Low,HighHigh,100,Low,50,0,1.756223219425794
Low,HighHigh,100,Low,50,25,1.756223219425794
Low,HighHigh,100,Low,50,50,1.756223219425794
Low,HighHigh,100,Low,50,75,1.756223219425794
Low,HighHigh,100,Low,50,100,1.756223219425794
Low,HighHigh,100,Low,83,0,1.756223219425794
Low,HighHigh,100,Low,83,25,1.756223219425794
Low,HighHigh,100,Low,83,50,1.756223219425794
Low,HighHigh,100,Low,83,75,1.756223219425794
Low,HighHigh,100,Low,83,100,1.756223219425794
Low,HighHigh,25,High,0,0,1.756223219425794
Low,HighHigh,25,High,0,25,1.756223219425794
Low,HighHigh,25,High,0,50,1.756223219425794
Low,HighHigh,25,High,0,75,1.756223219425794
Low,HighHigh,25,High,0,100,1.756223219425794
Low,HighHigh,25,High,20,0,1.756223219425794
Low,HighHigh,25,High,20,25,1.756223219425794
Low,HighHigh,25,High,20,50,1.756223219425794
Low,HighHigh,25,High,20,75,1.756223219425794
Low,HighHigh,25,High,20,100,1.756223219425794
Low,HighHigh,25,High,50,0,1.756223219425794
Low,HighHigh,25,High,50,25,1.756223219425794
Low,HighHigh,25,High,50,50,1.756223219425794
Low,HighHigh,25,High,50,75,1.756223219425794
Low,HighHigh,25,High,50,100,1.756223219425794
Low,HighHigh,25,High,83,0,1.756223219425794
Low,HighHigh,25,High,83,25,1.756223219425794
Low,HighHigh,25,High,83,50,1.756223219425794
Low,HighHigh,25,High,83,75,1.756223219425794
Low,HighHigh,25,High,83,100,1.756223219425794
Low,HighHigh,25,Low,0,0,1.756223219425794
Low,HighHigh,25,Low,0,25,1.756223219425794
Low,HighHigh,25,Low,0,50,1.756223219425794
Low,HighHigh,25,Low,0,75,1.756223219425794
Low,HighHigh,25,Low,0,100,1.756223219425794
Low,HighHigh,25,Low,20,0,1.756223219425794
Low,HighHigh,25,Low,20,25,1.756223219425794
Low,HighHigh,25,Low,20,50,1.756223219425794
Low,HighHigh,25,Low,20,75,1.756223219425794
Low,HighHigh,25,Low,20,100,1.756223219425794
Low,HighHigh,25,Low,50,0,1.756223219425794
Low,HighHigh,25,Low,50,25,1.756223219425794
Low,HighHigh,25,Low,50,50,1.756223219425794
Low,HighHigh,25,Low,50,75,1.756223219425794
Low,HighHigh,25,Low,50,100,1.756223219425794
Low,HighHigh,25,Low,83,0,1.756223219425794
Low,HighHigh,25,Low,83,25,1.756223219425794
Low,HighHigh,25,Low,83,50,1.756223219425794
Low,HighHigh,25,Low,83,75,1.756223219425794
Low,HighHigh,25,Low,83,100,1.756223219425794
Low,HighHigh,50,High,0,0,1.756223219425794
Low,HighHigh,50,High,0,25,1.756223219425794
Low,HighHigh,50,High,0,50,1.756223219425794
Low,HighHigh,50,High,0,75,1.756223219425794
Low,HighHigh,50,High,0,100,1.756223219425794
Low,HighHigh,50,High,20,0,1.756223219425794
Low,HighHigh,50,High,20,25,1.756223219425794
Low,HighHigh,50,High,20,50,1.756223219425794
Low,HighHigh,50,High,20,75,1.756223219425794
Low,HighHigh,50,High,20,100,1.756223219425794
Low,HighHigh,50,High,50,0,1.756223219425794
Low,HighHigh,50,High,50,25,1.756223219425794
Low,HighHigh,50,High,50,50,1.756223219425794
Low,HighHigh,50,High,50,75,1.756223219425794
Low,HighHigh,50,High,50,100,1.756223219425794
Low,HighHigh,50,High,83,0,1.756223219425794
Low,HighHigh,50,High,83,25,1.756223219425794
Low,HighHigh,50,High,83,50,1.756223219425794
Low,HighHigh,50,High,83,75,1.756223219425794
Low,HighHigh,50,High,83,100,1.756223219425794
Low,HighHigh,50,Low,0,0,1.756223219425794
Low,HighHigh,50,Low,0,25,1.756223219425794
Low,HighHigh,50,Low,0,50,1.756223219425794
Low,HighHigh,50,Low,0,75,1.756223219425794
Low,HighHigh,50,Low,0,100,1.756223219425794
Low,HighHigh,50,Low,20,0,1.756223219425794
Low,HighHigh,50,Low,20,25,1.756223219425794
Low,HighHigh,50,Low,20,50,1.756223219425794
Low,HighHigh,50,Low,20,75,1.756223219425794
Low,HighHigh,50,Low,20,100,1.756223219425794
Low,HighHigh,50,Low,50,0,1.756223219425794
Low,HighHigh,50,Low,50,25,1.756223219425794
Low,HighHigh,50,Low,50,50,1.756223219425794
Low,HighHigh,50,Low,50,75,1.756223219425794
Low,HighHigh,50,Low,50,100,1.756223219425794
Low,HighHigh,50,Low,83,0,1.756223219425794
Low,HighHigh,50,Low,83,25,1.756223219425794
Low,HighHigh,50,Low,83,50,1.756223219425794
Low,HighHigh,50,Low,83,75,1.756223219425794
Low,HighHigh,50,Low,83,100,1.756223219425794
Low,HighHigh,75,High,0,0,1.756223219425794
Low,HighHigh,75,High,0,25,1.756223219425794
Low,HighHigh,75,High,0,50,1.756223219425794
Low,HighHigh,75,High,0,75,1.756223219425794
Low,HighHigh,75,High,0,100,1.756223219425794
Low,HighHigh,75,High,20,0,1.756223219425794
Low,HighHigh,75,High,20,25,1.756223219425794
Low,HighHigh,75,High,20,50,1.756223219425794
Low,HighHigh,75,High,20,75,1.756223219425794
Low,HighHigh,75,High,20,100,1.756223219425794
Low,HighHigh,75,High,50,0,1.756223219425794
Low,HighHigh,75,High,50,25,1.756223219425794
Low,HighHigh,75,High,50,50,1.756223219425794
Low,HighHigh,75,High,50,75,1.756223219425794
Low,HighHigh,75,High,50,100,1.756223219425794
Low,HighHigh,75,High,83,0,1.756223219425794
Low,HighHigh,75,High,83,25,1.756223219425794
Low,HighHigh,75,High,83,50,1.756223219425794
Low,HighHigh,75,High,83,75,1.756223219425794
Low,HighHigh,75,High,83,100,1.756223219425794
Low,HighHigh,75,Low,0,0,1.756223219425794
Low,HighHigh,75,Low,0,25,1.756223219425794
Low,HighHigh,75,Low,0,50,1.756223219425794
Low,HighHigh,75,Low,0,75,1.756223219425794
Low,HighHigh,75,Low,0,100,1.756223219425794
Low,HighHigh,75,Low,20,0,1.756223219425794
Low,HighHigh,75,Low,20,25,1.756223219425794
Low,HighHigh,75,Low,20,50,1.756223219425794
Low,HighHigh,75,Low,20,75,1.756223219425794
Low,HighHigh,75,Low,20,100,1.756223219425794
Low,HighHigh,75,Low,50,0,1.756223219425794
Low,HighHigh,75,Low,50,25,1.756223219425794
Low,HighHigh,75,Low,50,50,1.756223219425794
Low,HighHigh,75,Low,50,75,1.756223219425794
Low,HighHigh,75,Low,50,100,1.756223219425794
Low,HighHigh,75,Low,83,0,1.756223219425794
Low,HighHigh,75,Low,83,25,1.756223219425794
Low,HighHigh,75,Low,83,50,1.756223219425794
Low,HighHigh,75,Low,83,75,1.756223219425794
Low,HighHigh,75,Low,83,100,1.756223219425794
Low,HighLow,0,High,0,0,1.756223219425794
Low,HighLow,0,High,0,25,1.756223219425794
Low,HighLow,0,High,0,50,1.756223219425794
Low,HighLow,0,High,0,75,1.756223219425794
Low,HighLow,0,High,0,100,1.756223219425794
Low,HighLow,0,High,20,0,1.756223219425794
Low,HighLow,0,High,20,25,1.756223219425794
Low,HighLow,0,High,20,50,1.756223219425794
Low,HighLow,0,High,20,75,1.756223219425794
Low,HighLow,0,High,20,100,1.756223219425794
Low,HighLow,0,High,50,0,1.756223219425794
Low,HighLow,0,High,50,25,1.756223219425794
Low,HighLow,0,High,50,50,1.756223219425794
Low,HighLow,0,High,50,75,1.756223219425794
Low,HighLow,0,High,50,100,1.756223219425794
Low,HighLow,0,High,83,0,1.756223219425794
Low,HighLow,0,High,83,25,1.756223219425794
Low,HighLow,0,High,83,50,1.756223219425794
Low,HighLow,0,High,83,75,1.756223219425794
Low,HighLow,0,High,83,100,1.756223219425794
Low,HighLow,0,Low,0,0,1.756223219425794
Low,HighLow,0,Low,0,25,1.756223219425794
Low,HighLow,0,Low,0,50,1.756223219425794
Low,HighLow,0,Low,0,75,1.756223219425794
Low,HighLow,0,Low,0,100,1.756223219425794
Low,HighLow,0,Low,20,0,1.756223219425794
Low,HighLow,0,Low,20,25,1.756223219425794
Low,HighLow,0,Low,20,50,1.756223219425794
Low,HighLow,0,Low,20,75,1.756223219425794
Low,HighLow,0,Low,20,100,1.756223219425794
Low,HighLow,0,Low,50,0,1.756223219425794
Low,HighLow,0,Low,50,25,1.756223219425794
Low,HighLow,0,Low,50,50,1.756223219425794
Low,HighLow,0,Low,50,75,1.756223219425794
Low,HighLow,0,Low,50,100,1.756223219425794
Low,HighLow,0,Low,83,0,1.756223219425794
Low,HighLow,0,Low,83,25,1.756223219425794
Low,HighLow,0,Low,83,50,1.756223219425794
Low,HighLow,0,Low,83,75,1.756223219425794
Low,HighLow,0,Low,83,100,1.756223219425794
Low,HighLow,100,High,0,0,1.756223219425794
Low,HighLow,100,High,0,25,1.756223219425794
Low,HighLow,100,High,0,50,1.756223219425794
Low,HighLow,100,High,0,75,1.756223219425794
Low,HighLow,100,High,0,100,1.756223219425794
Low,HighLow,100,High,20,0,1.756223219425794
Low,HighLow,100,High,20,25,1.756223219425794
Low,HighLow,100,High,20,50,1.756223219425794
Low,HighLow,100,High,20,75,1.756223219425794
Low,HighLow,100,High,20,100,1.756223219425794
Low,HighLow,100,High,50,0,1.756223219425794
Low,HighLow,100,High,50,25,1.756223219425794
Low,HighLow,100,High,50,50,1.756223219425794
Low,HighLow,100,High,50,75,1.756223219425794
Low,HighLow,100,High,50,100,1.756223219425794
Low,HighLow,100,High,83,0,1.756223219425794
Low,HighLow,100,High,83,25,1.756223219425794
Low,HighLow,100,High,83,50,1.756223219425794
Low,HighLow,100,High,83,75,1.756223219425794
Low,HighLow,100,High,83,100,1.756223219425794
Low,HighLow,100,Low,0,0,1.756223219425794
Low,HighLow,100,Low,0,25,1.756223219425794
Low,HighLow,100,Low,0,50,1.756223219425794
Low,HighLow,100,Low,0,75,1.756223219425794
Low,HighLow,100,Low,0,100,1.756223219425794
Low,HighLow,100,Low,20,0,1.756223219425794
Low,HighLow,100,Low,20,25,1.756223219425794
Low,HighLow,100,Low,20,50,1.756223219425794
Low,HighLow,100,Low,20,75,1.756223219425794
Low,HighLow,100,Low,20,100,1.756223219425794
Low,HighLow,100,Low,50,0,1.756223219425794
Low,HighLow,100,Low,50,25,1.756223219425794
Low,HighLow,100,Low,50,50,1.756223219425794
Low,HighLow,100,Low,50,75,1.756223219425794
Low,HighLow,100,Low,50,100,1.756223219425794
Low,HighLow,100,Low,83,0,1.756223219425794
Low,HighLow,100,Low,83,25,1.756223219425794
Low,HighLow,100,Low,83,50,1.756223219425794
Low,HighLow,100,Low,83,75,1.756223219425794
Low,HighLow,100,Low,83,100,1.756223219425794
Low,HighLow,25,High,0,0,1.756223219425794
Low,HighLow,25,High,0,25,1.756223219425794
Low,HighLow,25,High,0,50,1.756223219425794
Low,HighLow,25,High,0,75,1.756223219425794
Low,HighLow,25,High,0,100,1.756223219425794
Low,HighLow,25,High,20,0,1.756223219425794
Low,HighLow,25,High,20,25,1.756223219425794
Low,HighLow,25,High,20,50,1.756223219425794
Low,HighLow,25,High,20,75,1.756223219425794
Low,HighLow,25,High,20,100,1.756223219425794
Low,HighLow,25,High,50,0,1.756223219425794
Low,HighLow,25,High,50,25,1.756223219425794
Low,HighLow,25,High,50,50,1.756223219425794
Low,HighLow,25,High,50,75,1.756223219425794
Low,HighLow,25,High,50,100,1.756223219425794
Low,HighLow,25,High,83,0,1.756223219425794
Low,HighLow,25,High,83,25,1.756223219425794
Low,HighLow,25,High,83,50,1.756223219425794
Low,HighLow,25,High,83,75,1.756223219425794
Low,HighLow,25,High,83,100,1.756223219425794
Low,HighLow,25,Low,0,0,1.756223219425794
Low,HighLow,25,Low,0,25,1.756223219425794
Low,HighLow,25,Low,0,50,1.756223219425794
Low,HighLow,25,Low,0,75,1.756223219425794
Low,HighLow,25,Low,0,100,1.756223219425794
Low,HighLow,25,Low,20,0,1.756223219425794
Low,HighLow,25,Low,20,25,1.756223219425794
Low,HighLow,25,Low,20,50,1.756223219425794
Low,HighLow,25,Low,20,75,1.756223219425794
Low,HighLow,25,Low,20,100,1.756223219425794
Low,HighLow,25,Low,50,0,1.756223219425794
Low,HighLow,25,Low,50,25,1.756223219425794
Low,HighLow,25,Low,50,50,1.756223219425794
Low,HighLow,25,Low,50,75,1.756223219425794
Low,HighLow,25,Low,50,100,1.756223219425794
Low,HighLow,25,Low,83,0,1.756223219425794
Low,HighLow,25,Low,83,25,1.756223219425794
Low,HighLow,25,Low,83,50,1.756223219425794
Low,HighLow,25,Low,83,75,1.756223219425794
Low,HighLow,25,Low,83,100,1.756223219425794
Low,HighLow,50,High,0,0,1.756223219425794
Low,HighLow,50,High,0,25,1.756223219425794
Low,HighLow,50,High,0,50,1.756223219425794
Low,HighLow,50,High,0,75,1.756223219425794
Low,HighLow,50,High,0,100,1.756223219425794
Low,HighLow,50,High,20,0,1.756223219425794
Low,HighLow,50,High,20,25,1.756223219425794
Low,HighLow,50,High,20,50,1.756223219425794
Low,HighLow,50,High,20,75,1.756223219425794
Low,HighLow,50,High,20,100,1.756223219425794
Low,HighLow,50,High,50,0,1.756223219425794
Low,HighLow,50,High,50,25,1.756223219425794
Low,HighLow,50,High,50,50,1.756223219425794
Low,HighLow,50,High,50,75,1.756223219425794
Low,HighLow,50,High,50,100,1.756223219425794
Low,HighLow,50,High,83,0,1.756223219425794
Low,HighLow,50,High,83,25,1.756223219425794
Low,HighLow,50,High,83,50,1.756223219425794
Low,HighLow,50,High,83,75,1.756223219425794
Low,HighLow,50,High,83,100,1.756223219425794
Low,HighLow,50,Low,0,0,1.756223219425794
Low,HighLow,50,Low,0,25,1.756223219425794
Low,HighLow,50,Low,0,50,1.756223219425794
Low,HighLow,50,Low,0,75,1.756223219425794
Low,HighLow,50,Low,0,100,1.756223219425794
Low,HighLow,50,Low,20,0,1.756223219425794
Low,HighLow,50,Low,20,25,1.756223219425794
Low,HighLow,50,Low,20,50,1.756223219425794
Low,HighLow,50,Low,20,75,1.756223219425794
Low,HighLow,50,Low,20,100,1.756223219425794
Low,HighLow,50,Low,50,0,1.756223219425794
Low,HighLow,50,Low,50,25,1.756223219425794
Low,HighLow,50,Low,50,50,1.756223219425794
Low,HighLow,50,Low,50,75,1.756223219425794
Low,HighLow,50,Low,50,100,1.756223219425794
Low,HighLow,50,Low,83,0,1.756223219425794
Low,HighLow,50,Low,83,25,1.756223219425794
Low,HighLow,50,Low,83,50,1.756223219425794
Low,HighLow,50,Low,83,75,1.756223219425794
Low,HighLow,50,Low,83,100,1.756223219425794
Low,HighLow,75,High,0,0,1.756223219425794
Low,HighLow,75,High,0,25,1.756223219425794
Low,HighLow,75,High,0,50,1.756223219425794
Low,HighLow,75,High,0,75,1.756223219425794
Low,HighLow,75,High,0,100,1.756223219425794
Low,HighLow,75,High,20,0,1.756223219425794
Low,HighLow,75,High,20,25,1.756223219425794
Low,HighLow,75,High,20,50,1.756223219425794
Low,HighLow,75,High,20,75,1.756223219425794
Low,HighLow,75,High,20,100,1.756223219425794
Low,HighLow,75,High,50,0,1.756223219425794
Low,HighLow,75,High,50,25,1.756223219425794
Low,HighLow,75,High,50,50,1.756223219425794
Low,HighLow,75,High,50,75,1.756223219425794
Low,HighLow,75,High,50,100,1.756223219425794
Low,HighLow,75,High,83,0,1.756223219425794
Low,HighLow,75,High,83,25,1.756223219425794
Low,HighLow,75,High,83,50,1.756223219425794
Low,HighLow,75,High,83,75,1.756223219425794
Low,HighLow,75,High,83,100,1.756223219425794
Low,HighLow,75,Low,0,0,1.756223219425794
Low,HighLow,75,Low,0,25,1.756223219425794
Low,HighLow,75,Low,0,50,1.756223219425794
Low,HighLow,75,Low,0,75,1.756223219425794
Low,HighLow,75,Low,0,100,1.756223219425794
Low,HighLow,75,Low,20,0,1.756223219425794
Low,HighLow,75,Low,20,25,1.756223219425794
Low,HighLow,75,Low,20,50,1.756223219425794
Low,HighLow,75,Low,20,75,1.756223219425794
Low,HighLow,75,Low,20,100,1.756223219425794
Low,HighLow,75,Low,50,0,1.756223219425794
Low,HighLow,75,Low,50,25,1.756223219425794
Low,HighLow,75,Low,50,50,1.756223219425794
Low,HighLow,75,Low,50,75,1.756223219425794
Low,HighLow,75,Low,50,100,1.756223219425794
Low,HighLow,75,Low,83,0,1.756223219425794
Low,HighLow,75,Low,83,25,1.756223219425794
Low,HighLow,75,Low,83,50,1.756223219425794
Low,HighLow,75,Low,83,75,1.756223219425794
Low,HighLow,75,Low,83,100,1.756223219425794
Low,MediumHigh,0,High,0,0,1.3985828070594528
Low,MediumHigh,0,High,0,25,1.3985828070594528
Low,MediumHigh,0,High,0,50,1.3985828070594528
Low,MediumHigh,0,High,0,75,1.3985828070594528
Low,MediumHigh,0,High,0,100,1.3985828070594528
Low,MediumHigh,0,High,20,0,1.3985828070594528
Low,MediumHigh,0,High,20,25,1.3985828070594528
Low,MediumHigh,0,High,20,50,1.3985828070594528
Low,MediumHigh,0,High,20,75,1.3985828070594528
Low,MediumHigh,0,High,20,100,1.3985828070594528
Low,MediumHigh,0,High,50,0,1.3985828070594528
Low,MediumHigh,0,High,50,25,1.3985828070594528
Low,MediumHigh,0,High,50,50,1.3985828070594528
Low,MediumHigh,0,High,50,75,1.3985828070594528
Low,MediumHigh,0,High,50,100,1.3985828070594528
Low,MediumHigh,0,High,83,0,1.3985828070594528
Low,MediumHigh,0,High,83,25,1.3985828070594528
Low,MediumHigh,0,High,83,50,1.3985828070594528
Low,MediumHigh,0,High,83,75,1.3985828070594528
Low,MediumHigh,0,High,83,100,1.3985828070594528
Low,MediumHigh,0,Low,0,0,1.3985828070594528
Low,MediumHigh,0,Low,0,25,1.3985828070594528
Low,MediumHigh,0,Low,0,50,1.3985828070594528
Low,MediumHigh,0,Low,0,75,1.3985828070594528
Low,MediumHigh,0,Low,0,100,1.3985828070594528
Low,MediumHigh,0,Low,20,0,1.3985828070594528
Low,MediumHigh,0,Low,20,25,1.3985828070594528
Low,MediumHigh,0,Low,20,50,1.3985828070594528
Low,MediumHigh,0,Low,20,75,1.3985828070594528
Low,MediumHigh,0,Low,20,100,1.3985828070594528
Low,MediumHigh,0,Low,50,0,1.3985828070594528
Low,MediumHigh,0,Low,50,25,1.3985828070594528
Low,MediumHigh,0,Low,50,50,1.3985828070594528
Low,MediumHigh,0,Low,50,75,1.3985828070594528
Low,MediumHigh,0,Low,50,100,1.3985828070594528
Low,MediumHigh,0,Low,83,0,1.3985828070594528
Low,MediumHigh,0,Low,83,25,1.3985828070594528
Low,MediumHigh,0,Low,83,50,1.3985828070594528
Low,MediumHigh,0,Low,83,75,1.3985828070594528
Low,MediumHigh,0,Low,83,100,1.3985828070594528
Low,MediumHigh,100,High,0,0,1.3985828070594528
Low,MediumHigh,100,High,0,25,1.3985828070594528
Low,MediumHigh,100,High,0,50,1.3985828070594528
Low,MediumHigh,100,High,0,75,1.3985828070594528
Low,MediumHigh,100,High,0,100,1.3985828070594528
Low,MediumHigh,100,High,20,0,1.3985828070594528
Low,MediumHigh,100,High,20,25,1.3985828070594528
Low,MediumHigh,100,High,20,50,1.3985828070594528
Low,MediumHigh,100,High,20,75,1.3985828070594528
Low,MediumHigh,100,High,20,100,1.3985828070594528
Low,MediumHigh,100,High,50,0,1.3985828070594528
Low,MediumHigh,100,High,50,25,1.3985828070594528
Low,MediumHigh,100,High,50,50,1.3985828070594528
Low,MediumHigh,100,High,50,75,1.3985828070594528
Low,MediumHigh,100,High,50,100,1.3985828070594528
Low,MediumHigh,100,High,83,0,1.3985828070594528
Low,MediumHigh,100,High,83,25,1.3985828070594528
Low,MediumHigh,100,High,83,50,1.3985828070594528
Low,MediumHigh,100,High,83,75,1.3985828070594528
Low,MediumHigh,100,High,83,100,1.3985828070594528
Low,MediumHigh,100,Low,0,0,1.3985828070594528
Low,MediumHigh,100,Low,0,25,1.3985828070594528
Low,MediumHigh,100,Low,0,50,1.3985828070594528
Low,MediumHigh,100,Low,0,75,1.3985828070594528
Low,MediumHigh,100,Low,0,100,1.3985828070594528
Low,MediumHigh,100,Low,20,0,1.3985828070594528
Low,MediumHigh,100,Low,20,25,1.3985828070594528
Low,MediumHigh,100,Low,20,50,1.3985828070594528
Low,MediumHigh,100,Low,20,75,1.3985828070594528
Low,MediumHigh,100,Low,20,100,1.3985828070594528
Low,MediumHigh,100,Low,50,0,1.3985828070594528
Low,MediumHigh,100,Low,50,25,1.3985828070594528
Low,MediumHigh,100,Low,50,50,1.3985828070594528
Low,MediumHigh,100,Low,50,75,1.3985828070594528
Low,MediumHigh,100,Low,50,100,1.3985828070594528
Low,MediumHigh,100,Low,83,0,1.3985828070594528
Low,MediumHigh,100,Low,83,25,1.3985828070594528
